0.098,0.4,0.503,0.7244
0.27,0.537,0.192,-0.9764
0.251,0.56,0.189,-0.9866
0.0,0.494,0.506,0.8817
0.426,0.396,0.177,-0.9529
0.592,0.408,0.0,-0.4404
0.202,0.464,0.334,0.9512
0.251,0.576,0.173,-0.3612
0.24,0.418,0.342,0.5663
0.288,0.546,0.167,-0.9798
0.577,0.423,0.0,-0.6249
0.335,0.492,0.172,-0.9389
0.182,0.568,0.25,0.7861
0.109,0.544,0.347,0.8481
0.0,0.694,0.306,0.6808
0.423,0.577,0.0,-0.9626
0.285,0.498,0.217,-0.9635
0.379,0.439,0.181,-0.9159
0.128,0.6,0.272,0.9927
0.181,0.696,0.123,-0.8982
0.36,0.64,0.0,-0.6705
0.296,0.538,0.166,-0.9967
0.22,0.78,0.0,-0.828
0.461,0.419,0.119,-0.891
0.23,0.673,0.097,-0.9365
0.055,0.63,0.315,0.8519
0.169,0.658,0.173,0.0258
0.419,0.449,0.132,-0.9881
0.577,0.336,0.087,-0.8074
0.163,0.794,0.043,-0.6808
0.0,1.0,0.0,0.0
0.188,0.56,0.252,0.7183
0.153,0.509,0.338,0.4417
0.127,0.673,0.199,0.2665
0.254,0.53,0.216,-0.0936
0.175,0.568,0.258,0.4404
0.227,0.557,0.216,-0.121
0.41,0.375,0.214,-0.9792
0.273,0.571,0.156,-0.4404
0.205,0.518,0.277,0.7964
0.135,0.563,0.302,0.7945
0.283,0.398,0.319,0.0697
0.182,0.649,0.169,-0.0258
0.112,0.798,0.09,-0.1102
0.296,0.625,0.079,-0.7487
0.169,0.618,0.213,0.8713
0.353,0.537,0.11,-0.9299
0.197,0.395,0.408,0.5859
0.322,0.447,0.231,-0.9028
0.441,0.253,0.305,-0.9591
0.171,0.182,0.647,0.8779
0.083,0.565,0.351,0.8402
0.205,0.551,0.244,0.8645
0.397,0.326,0.277,-0.6369
0.465,0.411,0.125,-0.9761
0.115,0.619,0.266,0.9442
0.469,0.377,0.154,-0.991
0.465,0.446,0.089,-0.9382
0.368,0.512,0.12,-0.966
0.234,0.58,0.186,-0.9914
0.437,0.448,0.116,-0.9476
0.14,0.623,0.237,0.5868
0.524,0.476,0.0,-0.5106
0.34,0.224,0.437,0.1531
0.264,0.441,0.295,0.3235
0.0,0.104,0.896,0.8225
0.246,0.51,0.244,-0.4946
0.349,0.503,0.148,-0.7783
0.23,0.603,0.166,-0.8137
0.206,0.654,0.14,-0.9166
0.267,0.42,0.313,-0.2023
0.165,0.624,0.212,0.5832
0.254,0.354,0.393,0.4067
0.0,1.0,0.0,0.0
0.337,0.437,0.227,-0.8838
0.165,0.544,0.291,0.904
0.171,0.66,0.169,-0.2962
0.298,0.564,0.138,-0.9153
0.448,0.552,0.0,-0.9186
